cat_name,gender,sleep_time,sleep_duration_minutes
Harlen,Male,19:33:33,389.29
Prentiss,Male,10:12:13,929.84
Brennan,Male,13:48:10,849.38
Theodoric,Male,2:59:11,116.33
Normy,Male,15:34:30,729.79
Marilin,Female,4:11:16,442.55
Philis,Female,11:13:47,238.03
Dara,Female,9:06:06,674.3
Carny,Male,3:24:04,940.79
Hanson,Male,18:45:27,33.78
Kermie,Male,10:35:32,451.24
Jasmin,Female,3:45:35,447.8
Giselbert,Male,5:47:06,907.13
Britta,Female,1:12:19,851.84
Quincy,Male,17:43:57,257.63
Mariel,Female,20:30:33,214.94
Ricky,Male,0:39:07,698.83
Zed,Male,17:50:45,19.98
Euell,Male,19:16:34,69.31
Jolynn,Female,18:37:40,756.09
Michelle,Female,13:58:50,971.14
Kipp,Female,18:50:16,101.31
Barnard,Male,15:52:47,666.49
Jodie,Female,14:42:41,196.87
Myron,Male,5:38:12,233.47
Mufinella,Female,13:09:49,766.57
Brian,Male,2:27:32,263.15
Sheff,Male,17:03:40,988.35
Ulrikaumeko,Female,23:43:13,905.44
Salvidor,Male,23:55:34,97.2
Conway,Male,10:23:30,345.34
Luther,Male,1:45:34,879.71
Raven,Female,7:38:20,683.63
Lamar,Male,10:09:37,642.19
Darsie,Female,12:43:23,620.65
Carri,Female,9:07:26,665.69
Washington,Male,2:20:39,908.76
Giorgia,Female,5:07:10,834.92
Taylor,Male,19:30:23,248.3
Nikoletta,Female,3:57:44,578.23
Nadiya,Female,18:54:09,816.19
Wadsworth,Male,16:12:10,592.97
Perl,Female,0:26:19,655.33
Rubina,Female,13:15:55,622.95
Land,Male,15:47:22,185.35
Billye,Female,9:49:13,870.59
Angie,Female,18:15:51,968.51
Christiana,Female,18:10:27,735.78
Leena,Female,10:56:10,719.33
Inez,Female,0:12:58,346.44
Orelia,Female,22:28:56,732.29
Fleur,Female,20:37:54,273.54
Lexie,Female,16:25:07,707.64
Sancho,Male,3:43:10,404.31
Herta,Female,2:50:08,480.15
Sharon,Female,22:32:59,924.55
Tanny,Male,7:59:32,370.03
Trueman,Male,15:53:32,151.51
Amble,Male,16:40:12,482.83
Tallou,Female,10:51:48,68.54
Drusie,Female,8:03:32,348.18
Allx,Female,10:59:34,65.73
Ikey,Male,12:35:45,617.16
Kellia,Female,23:53:00,331.72
Thorpe,Male,23:34:20,390.86
Leah,Female,21:00:57,407.31
Barbette,Female,2:27:27,176.03
Mercie,Female,7:58:46,509.27
Yvonne,Female,23:54:53,680.14
Lyndel,Female,23:36:49,164.64
Sheena,Female,19:40:24,730.13
Crystal,Female,7:32:28,147.64
Kellia,Female,19:19:31,312.99
Artemis,Male,10:01:33,875.46
Lazarus,Male,1:08:34,656.15
Nickolas,Male,6:28:04,848.38
Parsifal,Male,7:06:57,470.65
Marketa,Female,3:11:04,356.57
Nicol,Female,22:09:13,295.8
Annamaria,Female,8:24:35,744.89
Kristy,Female,7:43:38,370.52
Elsinore,Female,20:34:04,138.26
Raeann,Female,23:07:56,510.38
Dulcine,Female,16:05:16,237.91
Jonathan,Male,15:54:22,853.63
Clyve,Male,5:43:34,603.37
Husain,Male,8:25:46,770.56
Madalena,Female,10:44:01,578.7
Krissy,Female,23:25:55,53.46
Lynnell,Female,13:17:55,92.79
Davon,Male,18:51:07,702.36
Evvy,Female,18:41:52,250.99
Donni,Female,9:05:50,301.67
Craggy,Male,14:37:24,200.37
Bell,Female,8:38:19,931.54
Davin,Male,10:00:39,936.23
Aharon,Male,10:21:00,593.5
Sterne,Male,8:55:08,918.46
Stuart,Male,22:29:35,576.83
Merrilee,Female,8:29:45,49.92
Skye,Male,14:25:42,846.73
Hinda,Female,23:15:27,255.24
Pamella,Female,22:40:53,252.9
Hurlee,Male,10:03:00,924.08
Tedie,Male,1:21:59,491.92
Hy,Male,0:43:50,886.67
Ernie,Male,22:47:40,178.78
Lindie,Female,22:47:13,748.74
Frank,Female,14:29:30,409.68
Petr,Male,1:47:01,530.53
Debra,Female,4:02:57,272.31
Faina,Female,12:45:16,677.4
Leandra,Female,23:40:04,173.83
Cortie,Male,14:46:50,9.07
Yetty,Female,9:14:25,860.81
Ennis,Male,19:38:48,561.43
Tremayne,Male,14:08:18,95.62
Penelopa,Female,17:16:45,50.58
Rourke,Male,15:28:13,286.69
Humphrey,Male,11:32:31,978.16
Elsinore,Female,6:31:19,350.32
Latia,Female,19:18:09,106.8
Rozanna,Female,14:49:07,767.72
Cindi,Female,17:35:34,255.12
Ariel,Female,10:10:46,423.44
Batsheva,Female,7:24:49,750.73
Ambrosius,Male,13:12:52,257.21
Alla,Female,10:11:40,395.29
Boot,Male,4:41:41,627.93
Rae,Female,23:52:02,196.06
Wilmette,Female,9:55:14,669.99
Phyllis,Female,20:19:43,732.0
Gabbie,Female,4:21:25,437.31
Sutherlan,Male,4:16:34,751.93
Estrella,Female,6:39:47,843.06
Abigale,Female,12:11:45,295.95
Anjanette,Female,4:06:12,326.43
Cicily,Female,2:50:23,403.37
Bran,Male,13:32:44,784.67
Eyde,Female,22:43:37,796.81
Sheree,Female,16:31:59,950.93
Giacobo,Male,9:59:55,266.69
Peggy,Female,11:12:01,456.82
Guglielmo,Male,7:35:09,60.1
Barris,Male,22:42:33,852.5
Quinta,Female,14:59:20,601.37
Vaughan,Male,20:49:02,922.03
Sandor,Male,9:24:00,526.46
Andre,Male,21:26:45,499.97
Isidore,Male,12:04:43,953.84
Carleen,Female,5:47:31,832.41
Kathryn,Female,14:31:36,477.6
Emelyne,Female,2:41:22,755.94
Nathanial,Male,7:35:39,876.62
Wanids,Female,16:41:01,356.41
Madel,Female,16:13:40,778.96
Lucretia,Female,16:47:58,440.0
Decca,Male,16:42:16,638.29
Nestor,Male,3:36:13,951.21
Kennie,Male,11:46:23,205.93
Emlyn,Male,9:43:19,18.77
Sheree,Female,10:29:03,508.96
Justinn,Female,5:07:33,687.78
Angelle,Female,15:04:28,98.93
Giles,Male,0:46:52,826.9
Jeanine,Female,1:27:55,861.46
August,Male,16:30:39,394.46
Bernete,Female,18:08:26,147.27
Sarena,Female,10:30:33,157.2
Jemie,Female,7:05:43,309.77
Billie,Male,20:31:54,827.47
Mord,Male,2:04:45,21.87
Emory,Male,11:38:24,1.39
Carny,Male,12:29:54,17.45
Libbie,Female,17:45:27,263.55
Briant,Male,17:48:52,721.05
Berk,Male,21:27:42,119.46
Margaux,Female,23:14:37,921.82
Benson,Male,2:19:19,416.21
Onofredo,Male,8:29:22,77.51
Tucker,Male,5:14:57,473.3
Cornelia,Female,4:22:33,634.62
Collette,Female,21:39:01,66.93
Zilvia,Female,8:13:13,698.66
Vevay,Female,2:53:13,879.83
Blondie,Female,16:50:27,395.58
Mathias,Male,1:56:08,416.31
Bili,Female,7:36:59,454.92
Ajay,Female,14:30:17,217.81
Martynne,Female,4:12:48,953.79
Alphard,Male,20:54:10,487.36
Chic,Male,14:27:45,235.36
Maurits,Male,12:39:04,698.79
Horatia,Female,17:28:52,661.42
Raff,Male,19:22:17,642.02
Gabbie,Male,6:04:42,789.35
Margie,Female,19:50:42,302.83
Armando,Male,0:44:14,667.03
Ted,Female,10:06:30,339.33
Tabatha,Female,0:04:14,127.2
Xena,Female,2:42:45,112.61
Kaylil,Female,6:38:03,912.21
Linnea,Female,5:24:34,653.67
Brade,Male,10:55:05,907.33
Lanna,Female,9:06:56,142.93
Brett,Male,14:26:23,354.75
Tucker,Male,4:17:37,42.47
Elisha,Male,10:48:51,346.38
Albie,Male,14:45:04,155.24
Anissa,Female,14:29:59,507.7
Fredric,Male,22:29:20,596.53
Myer,Male,2:56:07,171.34
Brew,Male,13:23:25,472.44
Putnam,Male,15:02:43,18.65
Fons,Male,22:23:27,181.77
Hurley,Male,19:14:18,510.91
Welch,Male,0:01:31,258.55
Kevin,Male,6:02:32,624.53
Emmalynne,Female,19:19:26,677.52
Trudy,Female,19:52:27,76.28
Emlynn,Female,17:26:13,307.59
Layne,Female,17:29:06,83.57
Carlene,Female,9:46:43,685.41
Milli,Female,1:12:13,205.99
Bernadene,Female,10:59:47,265.96
Caspar,Male,20:04:58,551.46
Abran,Male,3:21:06,232.58
Buiron,Male,15:13:33,565.55
Yurik,Male,9:54:12,294.25
Jonas,Male,6:38:11,52.57
Selby,Male,12:42:46,971.31
Elly,Female,10:12:06,745.0
Quintus,Male,15:46:08,464.78
Jose,Male,15:57:45,300.04
Thane,Male,4:32:38,588.42
Adams,Male,3:05:38,278.56
Bary,Male,5:56:55,588.64
Georgette,Female,9:40:17,614.27
Darill,Male,4:17:12,597.66
Huey,Male,7:48:42,910.96
Pasquale,Male,22:54:55,751.35
Andrea,Male,22:35:17,783.37
Sayer,Male,14:03:08,606.58
Torie,Female,12:09:38,626.04
Joye,Female,13:50:45,428.67
Aloysius,Male,13:09:28,593.4
Marina,Female,23:24:53,884.93
Cammi,Female,11:15:15,470.94
Belle,Female,16:47:05,246.39
Nils,Male,4:46:02,255.19
Zaccaria,Male,23:56:19,839.38
Antoni,Male,5:36:36,847.0
Cletus,Male,14:02:09,103.46
Gawen,Male,20:34:27,856.33
Drew,Male,21:06:05,766.2
Phil,Female,3:29:01,814.3
Adore,Female,10:44:12,931.77
Emmalynne,Female,3:12:06,118.4
Arliene,Female,12:42:34,40.09
Donny,Male,16:13:11,676.02
Sammie,Male,19:27:32,169.53
Anabelle,Female,14:50:36,167.09
Celinka,Female,0:05:12,260.07
Elianore,Female,2:55:31,334.46
Celestyna,Female,1:40:54,397.87
Torr,Male,6:27:45,760.72
Brigitta,Female,14:05:14,581.64
Dana,Male,19:22:04,897.2
Kimberly,Female,0:49:02,182.85
Parke,Male,6:37:26,724.48
Ilene,Female,21:49:31,694.22
Ninetta,Female,23:26:28,710.26
Rollie,Male,17:02:00,406.65
Arlen,Female,6:24:48,794.55
Waylan,Male,14:52:26,272.14
Jennifer,Female,15:29:42,633.19
Abrahan,Male,17:16:27,145.8
Inglebert,Male,1:17:55,6.62
Tanney,Male,3:08:49,858.85
Lacy,Female,3:31:52,14.85
Britni,Female,18:55:23,233.02
Timmy,Male,19:08:39,561.82
Becca,Female,9:53:29,345.73
Sherlocke,Male,2:56:55,843.03
Jerrome,Male,23:49:47,581.45
Robin,Male,16:15:18,95.42
Inna,Female,3:00:46,150.56
Matilda,Female,20:45:00,428.47
Arabele,Female,23:11:59,564.57
Hobie,Male,1:45:28,387.29
Ilaire,Male,9:52:45,938.13
Alexandros,Male,2:31:57,911.89
Alexei,Male,0:56:36,377.82
Kessiah,Female,13:45:02,672.02
Marleah,Female,6:58:32,729.83
Brooks,Male,5:42:02,688.61
Nicolle,Female,4:20:21,54.71
Cher,Female,12:29:24,660.87
Aubrette,Female,18:26:22,583.56
Charil,Female,12:11:10,66.59
Maria,Female,4:03:29,856.46
Brewer,Male,10:19:42,253.98
Milty,Male,15:30:21,37.71
Xylina,Female,17:24:54,373.72
Roda,Female,3:25:46,970.12
Anneliese,Female,17:00:05,924.6
Jean,Female,3:30:47,566.98
Alfi,Female,3:55:04,312.74
Bernadene,Female,8:47:45,11.68
Gordon,Male,3:45:33,916.03
Cherice,Female,8:10:19,975.23
Ilario,Male,19:46:53,374.82
Kendricks,Male,15:12:35,871.33
Lucien,Male,4:31:45,524.18
Kalila,Female,18:17:01,402.22
Adolphus,Male,14:46:53,778.68
Blake,Female,13:29:49,34.64
Shandeigh,Female,14:01:02,766.95
Shelby,Male,17:25:45,991.76
Ken,Male,3:13:42,187.69
Cicily,Female,14:56:14,803.22
Crysta,Female,6:08:26,180.79
Adan,Male,16:15:39,688.05
Rhodia,Female,3:02:55,238.39
Antonetta,Female,2:42:20,663.36
Gherardo,Male,16:37:55,912.03
Kerwinn,Male,20:03:03,16.13
Herrick,Male,19:54:09,469.18
Lynea,Female,4:05:22,302.85
Bili,Female,11:13:24,544.72
Viola,Female,3:32:26,379.5
Glenden,Male,16:17:09,729.68
Terza,Female,18:10:40,668.59
Neille,Female,7:19:55,502.54
Mohandis,Male,22:57:04,110.74
Donnie,Male,22:13:45,520.02
Vikki,Female,7:15:25,395.24
Alic,Male,1:28:49,971.05
Creigh,Male,21:26:55,760.66
Malinde,Female,14:04:13,169.94
Maisie,Female,17:12:17,265.67
Raleigh,Male,9:19:19,589.12
Irita,Female,0:12:43,332.33
Walker,Male,21:51:40,790.37
Ailina,Female,0:30:40,980.61
Cross,Male,14:01:10,929.06
Pauline,Female,13:21:49,16.99
Julius,Male,3:16:04,654.78
Lauritz,Male,7:16:24,12.29
Jonathan,Male,15:19:26,892.83
Shannon,Female,14:07:42,357.12
Lombard,Male,17:44:58,172.59
Caryl,Male,21:50:08,600.79
Andrei,Female,13:12:32,484.55
Arlinda,Female,15:55:51,452.32
Happy,Female,22:17:34,892.99
Gannie,Male,5:17:07,820.07
Selestina,Female,3:45:07,973.17
Selena,Female,20:22:58,712.73
Boony,Male,13:04:37,813.34
Kellie,Female,17:36:35,505.88
Mozelle,Female,17:38:36,722.52
Samara,Female,8:10:24,678.52
Ewell,Male,19:47:26,190.95
Royce,Male,12:48:44,869.35
Valentijn,Male,23:21:53,279.46
Belvia,Female,9:59:01,784.33
Toiboid,Male,22:43:15,904.38
Maximo,Male,13:38:18,159.84
Erick,Male,17:17:14,209.2
Carolus,Male,13:48:05,760.03
Alden,Male,12:45:56,211.77
Anatollo,Male,0:53:46,43.31
Etti,Female,19:16:37,154.41
Pru,Female,19:55:24,620.85
Serene,Female,19:50:53,301.08
Aggy,Female,4:54:28,524.93
Winna,Female,12:05:04,858.07
Helene,Female,0:48:28,735.81
Laurens,Male,21:57:14,889.18
Sayres,Male,21:45:45,544.74
Adoree,Female,12:25:14,901.33
Lief,Male,8:31:32,989.25
Andrey,Male,15:09:02,506.11
Hasty,Male,10:39:32,950.61
Danni,Female,22:05:25,855.09
Esmaria,Female,1:44:05,600.65
Rosemarie,Female,13:47:43,449.78
Filbert,Male,10:12:41,811.71
Hamish,Male,12:40:04,681.88
Jamey,Male,6:42:54,820.83
Moll,Female,16:19:42,921.98
Saleem,Male,18:38:18,942.19
Jedediah,Male,17:55:22,455.69
Pacorro,Male,3:18:08,546.19
Allyce,Female,11:53:12,886.01
Harp,Male,23:37:20,196.26
Casey,Female,4:58:38,740.3
Karol,Female,19:37:58,977.06
Tobey,Female,11:12:54,204.41
Arlen,Female,7:37:05,210.39
Dall,Male,1:53:11,828.07
Jacklyn,Female,15:14:48,399.81
Ray,Male,20:40:00,819.93
Irwinn,Male,1:48:35,973.7
Ly,Male,21:53:14,755.09
Adelle,Female,20:18:07,190.89
Giulia,Female,7:38:39,569.5
Austina,Female,14:19:35,790.59
Godiva,Female,4:40:11,195.9
Malynda,Female,16:26:29,568.8
Cilka,Female,5:26:38,608.41
Clerc,Male,21:33:21,558.81
Kristin,Female,2:16:56,485.53
Misti,Female,16:22:14,963.75
Elliott,Male,15:31:50,80.69
Berk,Male,18:15:47,188.46
Oliver,Male,3:50:16,742.91
Bliss,Female,21:19:59,617.44
Hy,Male,1:29:15,573.11
Caprice,Female,0:53:55,611.24
Carter,Male,3:20:47,635.17
Veronike,Female,14:54:25,465.58
Joycelin,Female,7:14:10,301.23
Kinnie,Male,6:41:45,259.49
Ardelis,Female,8:16:43,902.36
Prue,Female,7:41:27,59.63
Ethyl,Female,15:19:04,994.97
Eamon,Male,17:06:41,609.71
Torr,Male,16:30:17,524.46
Haslett,Male,8:10:33,573.73
Alberta,Female,7:26:14,323.28
Laird,Male,11:36:03,77.0
Janifer,Female,16:30:22,726.62
Raimund,Male,6:47:09,204.08
Dick,Male,10:07:51,681.13
Meriel,Female,14:16:29,363.84
Giffie,Male,7:29:11,3.85
Kerry,Female,18:39:36,101.82
Charla,Female,11:53:00,881.3
Kathy,Female,4:43:55,866.8
Kenyon,Male,20:39:26,373.65
Lemmy,Male,20:52:58,648.64
Jase,Male,4:34:09,994.18
Boigie,Male,7:41:58,644.74
Dickie,Male,4:41:28,674.27
Shanon,Female,12:45:59,367.87
Inglis,Male,10:07:24,746.58
Chrotoem,Male,18:52:15,211.43
Lia,Female,21:42:47,603.35
Tamarra,Female,10:05:00,74.05
Erin,Male,5:41:48,755.08
Marven,Male,3:28:30,592.42
Leighton,Male,2:44:20,651.35
Noam,Male,10:47:35,889.62
Hasheem,Male,22:07:04,851.26
Cassondra,Female,1:33:16,646.06
Ali,Male,21:57:04,253.94
Brandea,Female,5:33:23,76.35
Denys,Female,13:50:27,994.72
Salomi,Female,14:39:53,446.6
Eimile,Female,13:35:17,320.97
Tandy,Female,2:02:41,800.22
Ravi,Male,13:58:52,791.17
Roddy,Male,9:16:49,484.37
Lowrance,Male,17:59:36,710.22
Lyman,Male,16:29:54,15.87
Charlena,Female,4:58:53,335.91
Rosmunda,Female,8:21:50,606.42
Tilda,Female,13:20:59,587.21
Lemmy,Male,1:13:32,204.11
Lorianna,Female,1:10:31,168.21
Denni,Female,16:51:08,530.44
Jerrilee,Female,8:59:24,900.35
Cicily,Female,5:01:59,407.48
Lucina,Female,6:48:00,384.15
Jena,Female,17:58:53,678.45
Collen,Female,4:38:09,263.28
Kalie,Female,5:22:26,140.09
Grace,Female,20:47:04,962.21
Wendell,Male,1:17:43,417.33
Phyllis,Female,6:49:44,701.93
Francyne,Female,12:04:55,830.27
Tomi,Female,14:16:45,165.05
Dareen,Female,0:16:55,637.85
Fons,Male,1:58:59,351.67
Lorrayne,Female,8:57:05,966.04
Parnell,Male,9:55:00,128.19
Sosanna,Female,13:54:58,99.16
Bernie,Male,18:40:33,55.49
Agnes,Female,4:07:18,729.04
Noellyn,Female,15:31:53,227.46
Larry,Male,11:17:09,288.65
Hy,Male,3:53:15,919.51
Dorie,Female,23:17:44,629.09
Glynda,Female,13:24:53,996.21
Nyssa,Female,14:14:43,762.21
Berky,Male,5:02:44,220.32
Lonnie,Male,7:45:09,905.15
Eric,Male,3:26:09,214.87
Roobbie,Female,15:15:46,858.75
Joann,Female,5:58:44,345.08
Erroll,Male,10:17:47,604.33
Jordanna,Female,16:13:27,639.85
Yasmin,Female,11:32:58,897.29
Otto,Male,21:40:17,374.06
Isa,Male,8:05:44,834.41
Alfons,Male,0:05:03,455.78
Piggy,Male,1:01:19,129.16
Yvor,Male,7:33:52,401.87
Nico,Male,22:32:10,995.78
Judith,Female,19:29:04,207.06
Aggie,Female,17:25:23,594.24
Janella,Female,12:26:52,572.64
Ripley,Male,6:50:09,166.46
Luise,Female,7:36:01,384.64
Gianna,Female,18:03:11,179.84
Ruthe,Female,7:11:36,368.93
Allin,Male,10:55:59,391.18
Katherine,Female,17:20:40,203.88
Emmalee,Female,13:31:04,837.33
Marv,Male,4:27:04,603.58
Adela,Female,23:42:17,486.46
Berton,Male,19:43:42,484.31
Inness,Male,11:30:26,618.88
Mimi,Female,6:41:37,116.14
Tatum,Female,13:37:02,706.49
Tedi,Female,10:37:50,248.65
Emmet,Male,11:07:18,842.79
Chrotoem,Male,1:04:14,141.84
Edgard,Male,7:41:25,367.1
Sheffie,Male,3:24:15,641.6
Horacio,Male,5:46:03,697.53
David,Male,21:27:02,453.88
Albertine,Female,3:41:47,255.63
Karlen,Female,3:23:17,925.39
Barby,Female,19:56:32,522.57
Reece,Male,15:13:53,89.52
Salvador,Male,2:35:34,394.66
Maynard,Male,2:41:35,502.39
Denise,Female,17:23:35,271.86
Zorana,Female,5:58:28,245.56
Glendon,Male,7:39:20,893.79
Patrizia,Female,6:31:02,359.54
Darb,Male,17:24:01,179.81
Hortense,Female,7:09:57,98.59
Rouvin,Male,11:10:32,947.05
Etan,Male,21:29:25,849.49
Maggie,Female,11:33:50,83.24
Jodie,Female,22:57:37,998.89
Gail,Male,13:24:06,238.79
Lemmy,Male,7:11:43,33.5
Vivie,Female,5:50:33,133.04
Amelia,Female,9:29:19,734.91
Dino,Male,9:51:00,584.3
Karl,Male,7:06:23,23.48
Abraham,Male,1:41:43,133.64
Dag,Male,9:24:11,310.49
Mariya,Female,1:22:09,979.83
Nanci,Female,22:29:40,816.35
Ines,Female,6:09:28,310.89
Elbertina,Female,13:47:38,974.59
Cherianne,Female,10:44:05,780.9
Filip,Male,17:50:05,321.45
Shaylyn,Female,13:33:06,669.88
Gleda,Female,19:31:50,854.99
Walliw,Female,18:15:17,541.86
Riki,Female,16:26:32,626.18
Stafani,Female,23:05:16,874.88
Joseito,Male,10:30:39,757.46
Davida,Female,9:37:23,600.06
Bethina,Female,4:28:56,384.85
Corie,Female,12:09:20,940.85
Tiffy,Female,5:22:01,432.92
Cassaundra,Female,5:00:55,31.81
Krystal,Female,9:19:21,697.9
Erie,Male,9:20:00,687.54
Tildie,Female,0:02:06,404.46
Marissa,Female,6:09:53,407.31
Eugenius,Male,17:30:27,360.0
Chris,Female,22:36:34,971.63
Lauralee,Female,3:43:04,69.43
Ingunna,Female,10:21:29,930.57
Ginnifer,Female,20:32:05,641.03
Jakie,Male,10:21:21,867.56
Ulick,Male,3:09:29,577.93
Mallorie,Female,7:08:32,112.66
Druci,Female,6:15:02,454.77
Kellyann,Female,19:58:11,777.77
Ettore,Male,19:09:09,778.57
Maddie,Male,3:50:12,701.34
Saunders,Male,2:14:09,26.0
Atalanta,Female,8:53:02,282.89
Christin,Female,16:14:01,103.5
Patrick,Male,11:56:14,581.94
Estella,Female,5:24:20,260.33
Cesare,Male,17:32:57,675.19
Nat,Female,5:54:40,206.0
Rex,Male,12:54:03,252.87
Filmer,Male,14:40:49,377.36
Harcourt,Male,22:33:59,506.91
Carce,Male,15:05:28,698.91
Standford,Male,16:05:37,966.4
Allina,Female,19:59:11,9.62
Zolly,Male,17:47:32,874.07
Bernette,Female,3:39:22,726.76
Aurelea,Female,10:40:50,274.21
Sibel,Female,5:48:07,927.99
Fletcher,Male,11:37:34,24.73
Feodor,Male,23:11:17,908.05
Clarissa,Female,0:18:22,954.38
Kile,Male,3:31:16,332.77
Romona,Female,6:01:36,525.02
Winnie,Female,12:51:33,516.16
Brice,Male,16:40:33,148.83
Leeann,Female,21:08:36,980.56
Estele,Female,14:31:56,438.52
Ignacius,Male,14:05:53,162.94
Dru,Male,13:41:53,966.47
Otis,Male,22:42:31,949.1
Beverly,Female,14:43:27,631.1
Rachel,Female,17:42:53,462.25
Donelle,Female,19:45:57,916.11
Flo,Female,17:59:56,75.57
Lizette,Female,22:17:13,815.7
Brnaby,Male,0:14:23,500.46
Lowell,Male,7:55:02,238.66
Amargo,Female,21:00:39,820.74
Addy,Male,15:13:32,142.87
Gwyn,Female,22:47:43,475.61
Vivyan,Female,15:59:48,222.37
Barbe,Female,18:14:15,392.9
Skell,Male,21:07:18,637.71
Ingaborg,Female,7:29:36,839.81
Jaymie,Male,11:30:38,497.6
Myrwyn,Male,19:45:21,637.94
Darrin,Male,5:45:17,94.43
Vera,Female,7:09:30,444.97
Myrtia,Female,22:42:46,752.2
Melina,Female,18:03:54,72.41
Kimball,Male,18:43:02,403.43
Ody,Male,8:42:57,870.26
Nessy,Female,15:29:13,313.81
Muhammad,Male,17:15:09,272.74
Osgood,Male,6:40:59,52.9
Patrick,Male,13:47:29,948.65
Linus,Male,19:38:39,166.93
Percy,Male,18:42:53,595.65
Candace,Female,11:27:00,26.95
Bentley,Male,21:18:27,220.53
Darleen,Female,12:47:01,405.37
Norbie,Male,4:56:43,88.07
Trip,Male,13:56:30,907.94
Gage,Male,2:03:21,515.59
Eilis,Female,18:07:26,900.62
Ailee,Female,21:53:45,565.66
Gian,Male,21:52:45,690.43
Wallie,Female,21:36:17,795.98
Titus,Male,12:09:40,970.93
Amelita,Female,12:27:58,197.47
Harrietta,Female,10:04:18,95.82
Broddy,Male,14:00:58,229.01
Zachary,Male,22:11:54,65.99
Nicko,Male,16:29:34,190.44
Ari,Male,3:41:29,295.27
Egan,Male,2:29:31,556.6
Jocko,Male,7:27:59,40.35
Ev,Male,19:03:56,790.03
Merrili,Female,17:31:25,134.3
Simone,Female,2:24:17,166.56
Giavani,Male,9:27:26,691.97
Sonja,Female,18:18:51,25.48
Brittney,Female,14:14:02,110.13
Land,Male,23:04:59,903.76
Jessica,Female,16:39:34,500.03
Roda,Female,19:23:21,46.62
Lishe,Female,14:38:22,392.99
Andie,Male,16:27:01,825.27
Darren,Male,10:05:42,345.13
Reece,Male,14:45:03,31.94
Elbert,Male,6:00:41,835.1
Oswell,Male,8:37:11,35.79
Berty,Female,17:53:57,142.21
Chelsy,Female,3:42:57,112.27
Rossie,Male,10:15:21,666.23
Erhart,Male,5:58:31,907.27
Kelli,Female,4:51:21,981.68
Flossie,Female,9:31:02,111.48
Mac,Male,0:07:01,308.25
Luis,Male,9:11:18,993.45
Nilson,Male,7:13:15,563.46
Niccolo,Male,13:11:01,153.16
Karalee,Female,5:47:42,456.51
Nadean,Female,8:33:21,693.86
Forrester,Male,1:58:11,625.44
Early,Male,0:07:00,451.76
Titus,Male,19:47:46,34.69
Nickolai,Male,3:07:08,585.26
Jenn,Female,0:33:38,424.05
Dietrich,Male,17:37:07,591.75
Bunni,Female,17:48:51,444.04
Marilyn,Female,10:30:23,332.44
Maria,Female,4:49:02,125.98
Sibilla,Female,22:06:08,595.38
Penni,Female,5:43:28,880.13
Cointon,Male,12:41:23,198.32
Fey,Female,6:26:13,372.19
Whitman,Male,2:54:00,467.37
Bob,Male,11:42:09,317.81
Wenona,Female,5:53:41,703.23
Greer,Female,14:39:40,499.58
Minor,Male,16:17:55,511.78
Delmore,Male,0:38:13,589.53
Tallulah,Female,19:04:51,937.63
Pier,Female,18:39:58,858.66
Susanetta,Female,4:09:09,0.6
Theo,Male,1:00:20,367.14
Derward,Male,6:00:11,440.67
Anthea,Female,18:12:17,416.42
Cheslie,Female,7:45:01,343.87
Oberon,Male,17:00:37,602.06
Antony,Male,10:45:18,507.65
Bearnard,Male,8:14:47,356.4
Yard,Male,3:14:40,942.91
Florette,Female,11:01:36,357.68
Thayne,Male,8:17:17,848.51
Kynthia,Female,14:32:47,809.08
Lyndsey,Female,9:17:02,46.98
Elysia,Female,0:43:15,311.91
Theo,Male,23:02:46,228.26
Jolee,Female,11:18:53,242.29
Dannye,Female,16:55:39,60.22
Baxie,Male,7:38:44,953.02
Cullan,Male,11:29:47,634.1
Alikee,Female,5:33:22,72.88
Chauncey,Male,15:04:13,744.91
Edan,Male,4:42:21,404.29
Elana,Female,12:13:36,259.58
Ray,Male,1:20:52,420.28
Winslow,Male,8:15:58,39.53
Tamra,Female,19:23:02,415.05
Celia,Female,20:59:30,378.39
Emyle,Female,21:22:34,51.84
Marwin,Male,12:56:07,647.44
Shanda,Female,13:24:49,825.61
Douglass,Male,11:19:27,188.46
Donalt,Male,21:04:20,613.3
Tabby,Male,10:56:50,826.2
Erma,Female,14:21:21,958.2
Rance,Male,0:19:24,139.65
Maurizio,Male,20:56:03,902.72
Yalonda,Female,20:25:25,386.14
Sheffield,Male,7:17:33,762.28
Raymund,Male,3:09:17,421.52
Zollie,Male,2:44:21,72.99
Judi,Female,11:15:30,995.12
Teresa,Female,1:16:50,738.67
Selle,Female,6:43:06,856.99
Leann,Female,5:39:12,773.69
Waverly,Male,5:10:37,350.43
Eleanore,Female,1:16:08,935.05
Alexandrina,Female,17:53:42,848.16
Janey,Female,16:36:42,596.71
Lauralee,Female,22:07:40,28.39
Sascha,Male,23:11:18,710.19
Rozella,Female,13:26:05,551.85
Scarface,Male,12:19:50,962.25
Cordelie,Female,7:50:55,462.83
Lissi,Female,12:02:58,400.46
Frazer,Male,10:31:23,277.64
Saleem,Male,18:56:00,800.87
Bax,Male,10:06:05,425.59
Caesar,Male,6:39:03,617.43
Maren,Female,19:38:36,763.75
Gardiner,Male,5:38:01,510.11
Lara,Female,2:43:03,91.45
Kym,Female,11:13:41,294.33
Sanders,Male,4:32:51,897.7
Mufinella,Female,17:34:24,265.45
